full_name,class,section,marks_english,marks_maths,marks_physics
Zea Durtnel,11,1,10,1,58
Bary Kilfeather,4,1,46,54,82
Stirling Cogar,3,2,49,74,78
Thomasin Selliman,7,1,5,43,41
Armstrong La Grange,11,1,72,42,20
Wylma Ungerechts,10,1,38,93,37
Sigismond Adamowicz,6,3,83,1,65
Shalna Congdon,8,1,31,15,83
Nara Fevers,10,1,88,100,96
Meir Gollard,5,3,60,99,50
Terrye Boerderman,1,1,16,19,94
Carlo Younge,10,3,21,89,69
Cos Sherman,1,3,75,72,83
Issi Greatorex,5,3,45,26,64
Tamar Gillford,10,1,40,91,58
Clotilda Mariette,2,2,55,24,75
Stillmann Neame,1,2,100,79,43
Yevette June,7,3,6,9,34
Nikolas Jackson,1,2,74,44,22
Tanny Kepp,5,1,98,78,89
Zak Rout,10,3,11,77,13
Leopold Jonas,8,1,39,64,86
Corrinne Reef,9,1,59,40,21
Dale Brimicombe,9,2,27,7,60
Nikolia Skip,10,1,21,45,68
Olin Cookson,7,1,1,22,56
Shaughn Liverseege,2,1,32,76,1
Lanny Binestead,5,1,92,73,100
Yehudit Jordine,1,2,48,35,24
Jillayne Bedome,4,2,40,82,50
Kikelia O'Keeffe,9,1,32,58,97
Hamel McAlinion,6,2,31,15,61
Xenia McLaine,8,2,4,70,77
Joe Meyer,12,3,5,18,44
Nealon Bice,2,2,82,16,37
Fancy Dukes,2,1,21,17,19
Dewain McDonand,8,1,74,66,93
Pen Mutter,3,1,14,92,36
Giffy Masdon,1,2,57,51,81
Heda Speck,12,2,48,76,75
Barth Kyme,5,3,69,89,22
Prue Pentin,5,2,76,56,51
Obed Moquin,8,3,59,33,68
Dunstan Geekie,9,3,78,20,38
Jacky Gillard,11,3,75,61,65
Franny Matton,2,1,76,16,71
Egan Fanstone,5,3,24,42,3
Nettie Element,8,2,99,13,93
Claybourne Briar,4,3,63,33,5
Ryann Peggram,10,1,54,64,67
Cheston Denacamp,9,3,18,45,53
Tonie Siddle,3,3,31,2,83
Mark Tregenza,12,1,86,55,1
Lin Bundy,10,1,91,93,48
Georgine Cant,6,2,6,53,20
Claiborne Trippick,6,1,88,47,91
Yehudit Grishinov,4,2,59,60,79
Lanna Hain,8,2,44,15,91
Chere Cowerd,11,2,82,44,52
Janeczka Ongin,6,1,98,66,79
Vinny Brouncker,7,3,31,76,34
Monika Beushaw,6,2,3,7,35
Billi Skeermer,2,3,40,58,1
Renaldo Cartwright,1,1,45,56,8
Jack Finlan,11,3,20,14,5
Wit Kleinmann,11,1,14,100,16
Florenza Djakovic,6,1,35,59,10
Auberon Alcock,9,2,15,22,57
Darryl Ramsdell,11,1,32,80,25
Christyna Fromant,8,1,11,11,99
Melisent Clayworth,4,1,1,15,49
Irvine Flowitt,9,3,25,19,7
Merrill Zuann,10,1,12,79,1
Brigit Kingsly,2,2,66,82,19
Christan Kem,4,2,46,88,18
Jere Lafrentz,2,3,47,90,11
Gauthier Paylor,9,1,51,4,53
Zabrina Lorkin,4,3,68,28,89
Leigh Colby,12,1,94,99,9
Eustacia Speers,11,3,32,17,46
Sasha Fomichyov,11,2,10,53,47
Cassy Swetman,7,2,82,22,50
Ursa Lissandri,3,2,31,12,84
Stu Gammie,11,2,62,69,64
Thomas Mullineux,1,1,67,65,78
Phaedra Fontelles,2,3,13,56,60
Caressa Leith-Harvey,1,3,19,46,48
Siobhan Casiroli,8,3,99,88,6
Caddric Haycroft,8,1,29,98,36
Vitia Sainsbury,10,3,44,87,27
Rebe MacCaghan,9,2,61,85,49
Constantino Scotchmoor,12,2,1,15,25
Margy Epgrave,4,1,32,2,83
Anitra Ridulfo,2,1,92,15,37
Kaiser Dunmore,6,2,39,95,7
Thaxter Sine,5,3,1,13,4
Lisette Spindler,10,2,65,96,40
Allys Gritsunov,3,1,75,46,75
Ethelred Llewellyn,2,3,28,40,94
Amity Jonin,10,1,40,6,46
Hayden Chamberlen,2,1,26,63,4
Audrie Wardingly,6,2,7,88,36
Stephan Housecraft,4,1,25,67,74
Raffarty Pixton,4,1,67,31,84
Aluino Chesman,9,1,77,17,79
Randi Scarbarrow,12,3,85,37,10
Auria McCahey,4,3,100,90,97
Shaylynn Youtead,3,3,52,74,97
Drake Dorre,9,3,26,13,31
Roland Eskrigge,8,2,36,68,3
Whittaker Toombs,8,1,52,56,54
Rowland Bexley,8,3,83,64,98
Julian Essery,6,2,94,98,57
Ashien Glasspoole,7,3,7,99,29
Tricia Birkett,11,3,8,31,84
Vinson Bercevelo,6,3,49,86,47
Norbert Brandt,1,2,9,31,98
Fallon Fronek,12,2,25,39,72
Hermione Dongate,12,1,64,96,61
Genvieve Gilvear,12,1,49,50,83
Yoshi Jurn,6,1,69,95,57
Haley Clynman,1,2,7,84,37
Annice Lamanby,2,2,36,93,36
Carver Crates,9,1,24,81,91
Booth Fairpool,2,2,64,47,56
Errol Bruford,7,2,78,11,71
Leanna Gainsbury,12,1,23,98,42
Upton Heifer,12,3,100,4,77
Fairlie Drakes,4,1,26,68,5
Ulric Sayes,12,3,65,100,62
Pauly O'Curneen,6,3,41,53,46
Tessie Blades,8,3,72,16,47
Monti Goathrop,10,2,99,58,86
Tim Ramble,7,1,83,58,32
Farrah McGooch,11,2,72,25,14
Neville Barrat,9,3,88,85,75
Meredith Edgson,8,2,89,41,3
Dyna Luce,11,3,28,7,42
Roda Ogilby,3,3,64,82,34
Rodney Wilde,4,1,58,92,48
Jacquelin Itzkowicz,3,2,59,38,30
Allistir Whall,4,2,70,53,95
Halie Joutapavicius,1,3,90,11,27
Stacia Mellhuish,3,1,22,88,9
Bartram Cawdron,3,2,41,53,28
Zandra Threadkell,10,3,97,48,34
Jacklyn Sibbs,6,1,100,76,68
Erinn Bristow,12,2,22,96,39
Marilee Beri,3,2,76,38,25
Julie Dehm,2,2,9,20,3
Drud Pendlebury,3,3,12,100,35
Cathie Clohissy,1,3,85,11,20
Vidovic Wyldbore,6,2,37,73,77
Gerhardine Perago,2,2,47,66,90
Dalt Shapland,3,1,79,80,82
Park Ferrai,2,2,73,14,1
Lianna Smalls,3,1,75,86,9
Tarra Torrance,7,3,32,3,58
Kattie Bergin,12,3,52,43,92
Bren Hugueville,7,2,31,78,49
Bertie Asey,1,1,100,57,99
Jaynell Jacombs,7,2,36,49,2
Brittaney Gandley,4,2,52,52,89
Adele Tuxwell,12,2,55,59,82
Jeannie Popescu,11,2,75,69,72
Dew Cadany,9,1,52,40,60
Della Sugars,7,3,45,60,76
Demeter Pauley,9,1,6,98,68
Rodi Sheering,12,3,57,53,98
Jorey Scowcroft,2,2,5,40,60
Irina Dansken,8,3,87,73,34
Waneta Eckery,8,1,79,32,88
Leontine Langmuir,1,1,51,5,38
Rusty Arnaldo,11,2,35,48,3
Lily Vearncomb,6,2,32,23,13
Hashim Cherry Holme,9,2,31,60,5
Gabriell Dibsdale,5,1,38,80,82
Genia Shortcliffe,12,1,74,78,12
Arthur Havile,11,3,44,58,79
Wynne Learoyd,10,3,83,93,65
Donaugh Sells,3,2,15,75,32
Lisha Shenton,1,2,69,93,19
Cynthie Kibard,8,3,30,35,47
Sophie Ladley,5,3,43,38,55
Jayne Vido,1,2,71,82,34
Isabel Sconce,7,3,21,97,41
Terence Oldman,8,1,48,21,46
Dorice Comettoi,3,3,33,7,77
Cullie Fetherby,2,3,94,13,46
Sherlock Simons,9,1,6,66,66
Caterina Cathro,4,2,5,95,1
Kayley Elvin,10,1,97,50,58
Jerri Pakenham,6,2,40,52,40
Beverlie Dilliston,3,3,43,51,87
Ruby Gai,4,3,10,40,95
Jolene Barrar,8,3,17,98,53
Caesar Dyster,3,3,90,24,18
Harriott Mawd,6,1,62,72,89
Mamie Hause,2,2,46,5,30
Hymie Lefley,11,2,28,10,44
Ware Phelp,6,1,64,81,34
Theodora Folli,8,3,70,11,22
Anna Mapledoram,8,2,20,67,73
Zabrina Hovie,6,2,47,13,76
Raychel Shapera,9,2,81,60,17
Rob Prentice,8,1,24,34,29
Alix Fermer,7,2,61,12,69
Juliette Prince,2,3,36,57,60
Derby Celler,3,2,35,32,49
Anjela Ilsley,11,2,87,100,7
Susie Urry,6,3,18,88,18
Hastings Thormwell,5,2,13,34,64
Brion Buesden,4,2,75,15,98
Marika Natt,11,3,29,50,51
Cliff Ovey,8,1,20,63,3
Loralie Coch,7,1,82,41,72
Kerry Jodlkowski,3,3,50,48,47
Rhys Caesmans,10,1,75,99,46
Elijah Hadwick,9,2,11,58,13
Ty Cornock,8,1,59,64,35
Christabella Guynemer,5,3,56,16,3
Pennie Thurling,4,3,66,94,35
Darsie Rabson,6,2,30,63,83
Moises Ricket,10,1,33,52,41
Dinah Checchetelli,7,2,22,66,53
Zia Velde,10,2,69,43,36
Mohandis Visick,12,1,15,54,29
Hilly Marron,9,3,96,32,40
Omar Waumsley,2,1,64,88,33
Margret O'Kenny,4,3,18,44,92
Cybill Krzyzowski,9,3,69,79,94
Eliza Meeke,5,2,71,1,8
Farr Chestney,2,3,3,16,63
Isa Ryde,4,2,51,5,75
Gwen Paroni,6,3,20,54,72
Sunshine Newens,3,2,17,37,19
Timotheus Amiss,1,1,12,70,76
Melissa Bransden,10,3,10,64,3
Hana Leming,10,1,41,52,47
Chrissy Arzu,5,1,63,31,58
Vivyan Bretherick,11,2,9,97,9
Ricky Siggin,7,1,69,90,68
Sabra Grayley,2,3,65,31,12
Cari Willmont,8,1,12,71,44
Hallsy Itter,9,3,32,52,87
Margalit Christal,5,1,77,88,33
Corrie Winson,5,3,18,41,66
Karia Noni,2,3,73,22,57
Gonzalo Ozanne,2,3,74,4,19
Mufinella Lisciardelli,3,1,31,19,89
Juli Epps,9,2,11,18,29
Lexine Korting,4,3,54,8,56
Pearla Lum,8,1,28,41,32
Barbee Fontes,7,1,83,20,32
Manon Courvert,3,3,24,29,100
Trix McLenaghan,12,2,67,82,39
Denny Pennigar,4,2,52,7,14
Melinde Kemsley,6,1,31,56,74
Jacinta Grewar,2,1,60,95,42
Nessie Peddowe,8,2,55,40,1
Wolfie Cornes,9,2,60,65,73
Mile McNeice,10,3,40,5,67
Nola Abry,9,1,61,63,95
Bonnibelle Piscot,1,2,99,51,84
Sim Maxted,2,2,100,35,11
Dame Engel,6,1,88,44,8
Opaline Willcock,4,3,58,21,29
Patrizio Pavlitschek,9,2,91,79,93
Willamina Merriton,1,3,75,5,57
Vanya Gooding,9,2,52,3,39
Gabie Maleby,5,2,71,49,50
Osmond Samways,4,3,37,3,41
Inglis Basford,12,1,60,45,53
Ermanno Chasteau,2,1,58,62,53
Lyndel Oolahan,3,3,26,73,43
Hillary Nuttey,3,3,2,58,32
Griffy Frostdick,11,2,42,31,11
Raphaela Hebron,8,1,9,30,73
Karilynn Bewsy,12,2,63,65,66
Hercule Camacho,5,1,88,95,40
Demeter Rist,2,2,60,45,59
Saxe Rennels,1,1,38,80,48
Carolann McEvoy,3,1,8,63,54
Nolan Meneghelli,7,1,87,70,50
Candide Fairleigh,1,2,36,40,53
Salomon Ferne,10,3,95,26,50
Arnold Methringham,5,3,89,99,95
Decca Haymes,9,2,68,3,67
Gideon Michael,2,2,54,58,72
Vernon Yerby,7,1,16,70,92
Lissie Clubbe,2,3,66,86,78
Griff Weson,5,1,45,89,82
Bobina Dashkov,5,3,41,9,6
Aubree Ashcroft,9,1,16,54,93
Agnola Vogeler,5,1,81,98,100
Maurizio Isaak,12,1,6,6,47
Stace Fealty,12,2,92,59,54
Nil Fibbit,3,3,28,88,96
Noni Sacher,8,3,19,74,27
Emera Massie,7,3,39,80,71
Meyer Hars,4,3,1,70,27
Margo Pohling,4,2,78,68,84
Renae Deeming,3,2,91,62,61
Garwin Pallister,9,3,96,23,13
Maye Barthropp,4,2,22,64,11
Chryste Breakwell,6,1,19,91,13
Clim Cultcheth,1,1,51,80,97
Darby Ruddick,5,3,59,88,7
Juana Kettlestringe,1,1,45,68,50
Kirby Tremoille,11,2,62,76,21
Omero Goodfellow,1,2,59,95,32
Stafani Yurkevich,4,3,40,65,63
Eldon Pigney,12,2,3,67,56
Melisent Wingeat,8,3,80,37,73
Care Scase,9,3,86,98,58
Kippie Rolfini,5,1,1,55,1
Henderson Rizzo,7,3,91,2,15
Sayre McGavigan,7,3,4,60,68
Winnie Humerstone,9,3,47,44,67
Ashton Sibbson,7,2,85,62,31
Kania Rubinsztein,2,1,59,67,56
Corene Itscovitz,9,3,14,100,64
Melly Swannack,11,1,86,35,76
Konstantine Hulbert,1,1,68,89,80
Merrick Oddey,3,2,84,71,28
Eldon Martyntsev,7,3,9,37,27
Gan O'Gleasane,5,1,98,4,92
Kin Brandoni,3,1,56,1,31
Casey Hellard,8,3,1,59,44
Matthaeus Machent,2,3,47,5,62
Orran Bellringer,7,1,57,21,92
Manon Dominguez,9,3,54,20,79
Natty Essex,1,3,42,47,18
Dedra Bellord,6,1,91,8,32
Lorene Huyton,10,1,24,20,20
Ainsley Swaby,7,3,17,1,9
Archie Rocks,10,2,74,57,15
Rosabel Coraini,4,1,18,32,54
Giorgio Sloam,12,3,12,10,10
Heidi Ishchenko,5,3,22,80,28
Berkley Kinnaird,9,2,88,67,84
Shanie Levin,6,1,94,98,97
Kendal Dummer,8,2,6,39,26
Kimbell Mazonowicz,9,3,41,58,1
Cati Robbert,7,3,24,62,70
Stanleigh Vondrach,4,3,42,69,87
Samuele Muller,7,3,34,3,93
Becky Catonnet,5,1,43,28,11
Xenos Leveret,11,2,90,51,62
Mariel Lacroix,7,3,7,71,29
Olga Blewis,6,3,36,67,51
Mable Shaylor,9,2,76,62,59
Kurtis Pitkeathley,4,2,13,53,47
Cari Madders,2,1,28,82,56
Ciel Ing,3,2,24,93,55
Catherina Akroyd,1,3,74,17,21
Katherina Lemonnier,3,3,7,78,11
Liza Deschelle,6,2,18,65,64
Mendel Kolin,12,1,2,93,49
Denys Bullingham,12,1,13,80,15
Elena Darter,6,2,91,75,73
Jehanna Madgwick,2,2,87,40,91
Eunice Maxwaile,4,1,43,20,48
Lazar McSparran,4,2,55,96,5
Fabio Hannent,4,3,46,16,41
Cordy Wilbor,9,1,6,17,26
Willy Finlayson,5,2,2,49,75
Vida Shakesby,4,1,94,64,28
Toddie McGonagle,4,1,98,74,48
Leshia Cuzen,11,1,32,55,92
Fleming Gillease,6,2,22,97,9
Morry Patesel,1,1,12,92,90
Alfy Gerber,6,1,46,40,56
Elliott Baldam,4,1,22,91,48
Dudley Dunley,1,1,91,71,97
Lucretia Winman,3,1,2,81,86
Kris Pepall,9,1,20,65,62
Hal Probbings,11,1,41,74,62
Brose Dogerty,2,3,74,89,72
Haskell Wainscot,7,2,43,26,24
Maxwell Putton,7,2,28,72,79
Ashien Ryton,7,3,18,74,18
Lucina Dummett,6,3,80,8,15
Cara Birdis,6,3,82,94,32
Morty Antoniak,5,3,64,4,79
Pat Sarchwell,8,3,81,78,48
Hendrika Caddan,7,2,26,80,12
Falkner Bosch,4,1,82,16,14
Dulcea Jerrand,1,1,99,73,91
Denys Gulland,10,2,43,78,68
Horton McNalley,9,3,29,99,82
Calida Bonde,4,3,55,72,45
Nicko Genese,10,1,12,99,8
Ezmeralda Berney,9,1,63,84,57
Arly Bysh,6,1,79,41,85
Jenn Paskin,2,2,39,2,91
Camel McCall,7,3,31,54,8
Chrisy Alkins,3,2,100,51,12
Stearne McReynolds,7,1,53,29,91
Barbette Benedicto,7,3,62,78,5
Sharron Smithers,11,1,26,10,99
Godart Mayes,10,2,17,53,53
Marchelle McAneny,5,1,85,5,12
Goddard Byrcher,1,3,70,94,57
Rheta Alves,5,1,81,16,88
Brooke Delouch,5,3,21,14,91
Lind Jorez,12,2,8,49,21
Giraldo McSkin,5,1,85,20,18
Helaina Foulgham,9,2,29,61,19
Harwell Colliard,10,2,23,34,97
Magda Lewis,1,3,57,93,65
Calida Wix,8,3,63,100,72
Gifford Ahlf,12,3,44,81,42
Shaughn Plaistowe,8,2,91,68,79
Jacquelynn Concklin,5,1,93,3,64
Sherye Gehringer,1,1,37,49,80
Kial Sergant,1,1,97,35,12
Tobe Stickens,11,3,99,86,64
Demetria Wignall,6,1,90,92,82
Zaccaria Andriolli,3,3,93,74,35
Clyde Coppins,1,2,90,85,67
Nichole Formie,10,1,46,29,54
Lorianne Hemphill,3,1,91,38,22
Noelyn Deverick,5,3,78,43,14
Bili Bohills,7,1,21,10,78
Sandy Danielsson,2,2,13,8,4
Marrissa Zupo,7,2,96,17,43
Tamara Raistrick,12,1,24,78,58
Klarrisa Lax,1,3,100,90,3
Vida Peyto,3,2,22,72,75
Justine Swinden,2,1,56,39,11
Marylynne Paris,8,2,89,23,41
Linea Hellyar,1,3,9,91,15
Gregoire Hamelyn,4,3,75,58,76
Sancho Shillabeare,7,1,27,9,33
Luke Lanbertoni,4,2,67,91,14
Sergent Spray,7,3,33,66,19
Anni Neville,2,1,66,42,94
Corty Skahill,2,3,62,87,46
Alwyn Emmet,5,3,81,4,1
Tansy Simeon,4,1,11,52,88
Webb Bassham,5,2,94,24,92
Alaster Bellord,8,3,66,58,78
Iseabal Redmell,6,1,13,51,98
Laney Boyce,7,2,70,15,2
Pietrek Drexel,8,1,21,15,37
Katerina Koopman,8,2,68,25,88
Marven Kerry,7,2,12,81,84
Verla Bickardike,3,3,41,4,59
Tiff Pulley,11,3,64,24,53
Trstram Paternoster,7,3,48,59,89
Lindsay Van De Cappelle,7,2,43,64,56
Paxon Aberkirdo,6,3,10,85,71
Ludovico Geipel,9,1,81,5,61
Teressa Nertney,11,2,39,76,28
Ase Rameaux,11,2,42,99,96
Roana Dummer,3,2,38,19,17
Dacy Jonczyk,6,3,26,50,97
Jacki Gidney,1,1,41,14,83
Raffaello Hellings,3,3,3,80,36
Kordula Elton,10,1,79,65,37
Hector Scrancher,5,2,69,88,50
Cornelle Stert,3,3,52,91,68
Arnuad Taylorson,12,2,27,63,75
Zora Van der Kruys,6,2,53,53,20
Boonie Noakes,3,3,96,45,37
Ephrayim Cesco,3,1,49,92,86
Lisetta Illingworth,11,1,4,57,85
Maggi Indge,2,2,47,59,96
Jobyna Coburn,3,3,79,53,7
Erick Tevlin,2,1,6,18,47
Ernestine Humfrey,10,1,29,9,56
Jereme Stanmore,4,2,51,76,23
Mackenzie Mathy,2,3,36,37,92
Reynard MacGown,5,3,6,21,74
Walliw Fancet,2,1,89,35,43
Hubie Hucker,7,2,30,91,46
Nathanial Casterton,3,1,50,43,18
Sutherlan Fidler,3,3,8,43,11
Nixie Diver,7,1,25,10,10
Marybelle Popland,12,1,40,95,72
Holli Burnhard,6,2,18,52,34
Myrah Girodier,12,2,24,100,54
Raff Quant,9,2,11,18,87
Calida Whayman,10,1,9,53,31
Livy Guille,7,3,68,20,50
Kenn Conradie,11,3,64,53,84
Bel Peyes,12,2,7,89,36
Lian Cammiemile,9,2,10,87,34
Sherlock Scamadin,3,1,8,79,83
Marion Gerry,9,3,31,87,52
Elyn Harrad,9,2,40,45,83
Paolo Baggalley,7,2,63,13,30
Kendricks Ades,5,1,53,2,45
Bianka Ridett,1,2,54,68,26
Athena Camier,2,1,32,29,35
Esther Maciejewski,3,1,57,100,98
Neysa Koch,8,2,100,62,78
Willard Beton,2,3,65,8,18
Elsie Nicholls,1,1,39,79,20
Jeramey Conibear,5,2,63,45,77
Francyne Brigge,12,2,16,85,47
Dyan Moores,2,2,79,86,78
Egan Borton,2,1,36,25,24
Allix Frank,12,3,2,54,54
Elspeth Molineux,2,3,23,89,7
Glynda Rigney,10,3,79,16,15
Huntlee Adamiak,7,1,87,100,72
Titos Tomaino,8,2,6,12,98
Donny Reardon,4,1,50,49,82
Maud Keming,5,3,70,14,61
Leontine Binner,10,3,13,76,84
Calli Skitch,10,1,28,50,11
Leighton Wesgate,12,3,92,2,26
Tremaine Habbon,3,2,79,17,34
Meaghan MacKeller,2,2,11,21,24
Ilise Gopsall,2,3,98,45,7
Crawford Brotherick,2,1,75,29,72
Lem Buffin,9,1,28,15,53
Archer de Tocqueville,11,2,11,63,31
Mario Marple,7,3,50,64,51
Jonis Hamshere,2,2,75,2,36
Olympe Aberdein,11,2,84,74,21
Averell Hafner,12,2,32,71,58
Shara Milan,6,1,71,91,20
Basile Sherratt,10,2,97,19,66
Niki Skentelbury,9,1,21,34,88
Averil Duell,8,1,72,72,33
Gaylene Standingford,3,1,88,11,95
Evelyn Dufaur,1,2,17,85,15
Winnah Trollope,11,3,73,49,50
Ignace Mackett,1,2,99,39,79
Farley Rewcassell,12,2,87,11,47
Darya Sleit,3,1,64,89,18
Tansy Marle,8,2,94,26,1
Taylor Albrighton,7,3,11,89,88
Genvieve Wem,6,3,51,60,22
Gilberto Oloshkin,2,1,46,89,33
Teirtza Darinton,5,3,20,12,52
Ric Henriquet,11,2,76,9,43
Stevana Brendeke,4,3,3,94,61
Justine Garms,1,2,51,82,15
Ive Parkisson,1,1,42,5,38
Noland Jennick,2,1,15,52,16
Priscilla Tamlett,4,1,32,54,44
Yanaton Elflain,5,3,58,16,44
Korie Duiged,8,2,26,77,90
Kip Domanek,1,2,58,18,76
Rocky Minards,5,1,68,62,48
Ailey Mahedy,11,3,28,62,2
Leigh Zavattieri,11,3,95,82,24
Aindrea Duffet,1,3,66,32,97
Berton Blackhurst,8,2,36,24,85
Philly Bonavia,10,3,7,19,1
Kristine Gilhespy,7,2,55,36,74
Nada Treagust,7,1,28,73,86
Haze Khristyukhin,2,1,25,92,2
Trey Croyser,3,3,22,62,91
Chiarra Tinner,9,2,77,91,14
Romonda Mashal,4,2,80,58,44
Shepperd Mugg,6,2,20,18,37
Corenda Corter,6,2,83,7,1
Flory Paull,10,2,68,58,6
Dermot Chrippes,8,3,16,85,61
Sal Everett,7,1,5,50,90
Gwyn Kohrsen,6,2,14,39,94
Halley Hollingshead,6,1,82,77,88
Engelbert Golding,9,2,68,88,60
Anstice Horsefield,3,2,77,18,79
Deerdre Smithyman,7,3,32,90,60
Erik Sherwood,3,1,44,40,54
Monti Curling,6,1,44,61,89
Merrill Smithin,1,3,61,89,32
Tony Bloxsome,3,2,50,33,76
Borg Dightham,1,3,19,95,86
Ansley Nials,6,2,20,100,19
Kathye Leif,6,1,95,18,40
Alonzo Ferrillio,11,2,79,12,41
Shawn McNickle,1,1,46,97,1
Baird Nichols,6,3,39,32,97
Clarence Lynch,9,3,44,78,90
Shelbi Crocroft,10,1,61,13,7
Caitlin Jenton,5,3,62,60,84
Grady Foyston,7,2,62,25,19
Thoma Willoughway,7,3,74,43,25
Inez Durward,1,1,27,95,76
Irina Ioannidis,7,2,90,98,66
Rosita McTeggart,12,3,33,62,3
Sioux Kervin,10,3,76,88,60
Edna Pretley,12,2,39,16,90
Minetta Magnay,3,1,98,10,1
Guinevere Haberjam,11,1,50,7,60
Arabel Gabitis,9,3,43,76,43
Boothe Reaman,8,1,32,68,32
Nalani Elvey,5,1,97,31,9
Una Fairpool,10,1,93,88,72
Ebony Clawley,7,2,100,16,42
Rodney Teek,6,2,65,12,6
Maximilian Davenell,7,1,17,50,17
Rochette Avrahamoff,12,1,82,28,92
Isaiah Brellin,6,2,90,80,3
Mag Aburrow,2,2,44,2,92
Karalynn Toor,8,1,90,78,71
Frasquito Forsaith,7,3,89,93,84
Guillema Surgeoner,7,1,93,42,65
Lothaire Brideoke,4,2,50,71,62
Frederic Prestwich,9,2,12,71,44
Marietta Yetts,7,1,79,12,62
Nichole Warrington,4,3,56,89,99
Tab Allbones,5,3,8,22,42
Rafaellle Hendrix,5,1,18,43,38
Tiphani Wyeld,5,1,44,92,100
Fawne Benini,9,1,17,74,62
Claudie Jotcham,6,3,44,8,21
Beltran Kares,10,2,85,34,75
Star Seiler,4,1,75,22,16
Laurella Noyce,2,3,27,67,57
Shelley Roebottom,8,2,39,68,85
Gwendolen Tidbold,1,1,16,52,98
Garvin Crosi,12,3,14,34,79
Jenine Kasperski,8,2,63,70,75
Jeanelle Herrema,7,1,98,60,17
Prentice Udie,12,2,94,59,63
Jacques Pitts,7,3,83,2,63
Trevar Croson,2,2,28,72,83
Davy Nicholls,5,1,62,18,80
Gaylord Gargett,3,2,89,93,98
Arin Harverson,12,1,56,98,51
Marius Byrde,11,1,8,18,59
Harmonie Crumbie,5,3,92,95,2
Gael Birkmyre,5,1,16,32,40
Leoline Wenman,11,1,77,54,56
Broderic Tucker,6,3,59,37,96
Gerty Shoebotham,1,1,34,84,78
Juana Skipp,5,2,75,35,85
Turner Osichev,6,3,99,52,69
Tisha Blemen,6,3,55,58,89
Elston Marrill,8,3,100,14,88
Aleksandr Rudsdell,5,1,27,89,46
Kristal Gemlbett,12,3,45,9,6
Marion Branston,11,2,85,59,19
Albert St Ledger,3,2,78,87,57
Sadella Dyka,3,3,79,91,58
Audrie Gentner,3,1,50,63,62
Sigismondo Needham,1,3,84,54,8
Nilson Sebastian,5,3,17,7,59
Othilia Seedhouse,5,3,98,44,30
Andromache Belsher,12,2,51,44,98
Beverly Burnyeat,10,2,89,89,83
Mick Pearce,8,1,45,94,31
Lidia Varga,1,3,59,18,4
Christa Macguire,2,2,17,76,100
Hewet Cripps,10,1,22,61,32
Pepe Hovert,5,1,26,29,8
Waiter Readwood,9,2,12,74,12
Libbie Hadleigh,8,2,55,82,10
Kasey Elmer,12,1,56,73,74
Jolie Oleszcuk,8,1,48,34,95
Demetre Barwis,8,1,53,25,95
Barde Edwinson,7,3,52,4,8
Sibelle Espinos,3,1,73,82,79
Hayyim Durtnal,12,1,46,3,8
Dicky Bruford,4,1,32,12,58
Sephira Chinnock,1,2,14,78,3
Nina Gottelier,7,3,71,60,30
Peadar Chopping,11,1,63,7,75
Madelena Bener,2,3,8,34,58
Tana Soar,6,1,21,8,21
Georgia Iggulden,11,2,73,24,26
Michal Maine,2,1,82,87,8
Maje Footitt,9,1,29,17,77
Dud Shipcott,12,2,60,30,13
Federica Kirrage,3,1,70,25,69
Guglielmo Hartup,6,3,74,78,46
Desdemona Decourt,12,1,74,19,47
Trevor Sinyard,3,2,84,44,66
Delmor Creed,8,1,23,13,3
Jenn Pheasant,4,2,22,55,40
Yolane Dummigan,12,2,100,36,45
Clemmy Frankema,10,1,51,76,77
Sinclair Farnworth,11,1,4,4,90
Albie Gircke,8,3,42,8,24
Nefen Sagg,6,2,100,85,33
Casey Cramb,11,2,14,37,64
Sherye Allibon,11,3,88,28,65
Bernard Plenty,9,3,2,23,77
Ivar Argente,11,1,10,63,52
Nathalie Spanswick,1,1,18,67,25
Andrey Manuele,6,3,21,66,41
Charlena Romeo,3,2,62,28,49
Neddy Le Barr,8,3,26,41,1
Hew Masse,12,2,30,100,28
Blisse Kendal,12,2,56,91,35
Jase Drynan,3,2,86,84,11
Duane McPartlin,7,2,82,5,61
Aile Hinks,12,2,27,62,8
Monro Kief,8,2,92,6,82
Elsi Castiglioni,3,1,87,5,56
Currie Hawkeswood,10,2,12,60,2
Aeriela Gorini,7,3,90,61,44
Leroy Pickervance,2,3,32,52,35
Harriett Dumbrill,8,2,48,56,74
Marika Erington,11,3,75,50,68
Joaquin Leopold,5,2,67,2,76
Nana Sorel,6,3,84,11,90
Enid Kadd,5,1,28,64,61
Mitchel Croft,10,1,18,68,2
Iain Tomson,5,1,51,18,12
Karlotta Heaney`,8,1,67,67,32
Aimee Cobby,7,3,84,69,10
Maxim MacIlwrick,4,2,57,55,44
Guendolen Petticrow,3,1,17,74,24
Lynea Stiggers,1,2,42,33,64
Ileana Locker,11,2,54,8,74
Ulrikaumeko Jose,9,2,99,7,87
Fonsie Korba,11,1,97,71,80
Erhart End,6,1,54,47,42
Maximo Lazar,6,2,18,71,60
Claudian Veillard,4,2,29,25,52
Ab Horche,5,2,21,98,53
Herculie Kohnen,6,2,96,57,68
Alicia Perree,3,2,96,72,7
Brew Winskill,7,2,45,81,22
Derry Sennett,3,1,20,53,43
